ANNEE_DOA,DELEGATION,GOUV,INV,PRIMES
2013,ساقية سيدي يوسف,الكاف,1206670,216801
2013,أولاد حفوز,سيدي بوزيد,2456226,461896
2013,الجديدة,منــوبة,4166283,552620
2013,جومين,بنزرت,2784020,313460
2013,جرزونة,بنزرت,2933171,814204
2013,الكاف الشرقية,الكاف,5040436,387520
2013,سيدي عمر بوحجلة,القيروان,1643780,182342
2013,المهدية,المهدية,8202000,371616
2013,باجة الجنوبية,باجة,15321254,845634
2013,بوعرادة,سليانة,931000,204101
2013,طبربة,منــوبة,1326205,141401
2013,دار شعبان الفهري,نابل,719069,81813
2013,الجريصة,الكاف,666900,63027
2013,سوسة المدينة,سوسة,17212000,938982
2013,الهوارية,نابل,973264,89201
2012,غارالدماء,جندوبة,823827,76215
2013,الجم,المهدية,1651000,280280
2013,بني خلاد,نابل,820043,132284
2012,بني حسان,المنستير,75800,4841
2014,فوسانة,القصرين,10753599,2168904
2014,الكريب,سليانة,1482000,312818
2014,البطان,منــوبة,1956581,249449
2014,القصرين الجنوبية,القصرين,3814452,722276
2014,الجديدة,منــوبة,6040450,743654
2014,العيون,القصرين,563888,125463
2014,بني خلاد,نابل,2589687,406335
2014,سيدي الهاني,سوسة,410100,39752
2013,البطان,منــوبة,2387064,365827
2014,جدليان,القصرين,509059,132427
2014,جندوبة الشما لية,جندوبة,1489849,104472
2014,سيدي بورويس,سليانة,951000,214608
2014,برقو,سليانة,323000,79496
2014,منزل شاكر,صفاقس,5710179,552707
2014,الكاف الشرقية,الكاف,1091088,256759
2014,أم  العرائس,قفصة,1203536,274874
2014,طبربة,منــوبة,3591930,397482
2012,القصر,قفصة,792104,171729
2014,قبلي الجنوبية,قبلي,2405895,545125
2013,بني حسان,المنستير,183600,17877
2014,تاكلسة,نابل,3664553,329509
2014,الرقاب,سيدي بوزيد,15822824,2982943
2015,جومين,بنزرت,685442,86667
2014,جرجيس,مدنين,8017452,889659
2014,تبرسق,باجة,6009579,518927
2014,هبيرة,المهدية,6596000,403337
2014,قفصة الشما لية,قفصة,4489033,1157993
2014,الكاف الغربية,الكاف,955168,160366
2014,حلق الوادي,تــونس,2793297,164801
2015,ساقية الدائر,صفاقس,1463168,100365
2015,الشابة,المهدية,15998000,1034809
2014,بئر الحفي,سيدي بوزيد,2138807,347947
2014,أولاد الشامخ,المهدية,704000,84108
2015,الكريب,سليانة,2005000,375765
2015,جلمة,سيدي بوزيد,1079330,185025
2015,أجيم,مدنين,95300,13245
2015,طبلبة,المنستير,11063700,1043370
2015,بئر الحفي,سيدي بوزيد,2182541,442278
2015,سبيبة,القصرين,4186309,832351
2015,الهوارية,نابل,2217634,259450
2015,سيدي مخلوف,مدنين,483118,101487
2015,المرسى,تــونس,545000,62265
2014,نفزة,باجة,511512,76335
2015,الزريبة,زغوان,1971648,272111
2015,السرس,الكاف,4780729,844847
2014,الغزالة,بنزرت,850827,93050
2015,بئر علي بن خليفة,صفاقس,1927245,187058
2015,غمراسن,تطاوين,1747875,376609
2015,الميدة,نابل,808790,66984
2015,المحرس,صفاقس,1047615,123923
2015,قلعة الخصبة,الكاف,478387,67389
2015,بني خداش,مدنين,1188616,209267
2015,مجاز الباب,باجة,3170099,662021
2015,الحمامات,نابل,1858608,235492
2015,طبربة,منــوبة,40992799,3399805
2016,سبا لة أولاد عسكر,سيدي بوزيد,376752,68919
2016,قربة,نابل,1602935,234080
2016,سيدي عيش,قفصة,10700188,2224347
2016,صيادة لمطة بوحجر,المنستير,628100,98957
2016,نبر,الكاف,1814213,303778
2015,تاكلسة,نابل,2107201,338038
2016,سيدي بوزيد الشرقية,سيدي بوزيد,1696215,272985
2016,الدهماني,الكاف,1001864,132316
2016,القصور,الكاف,761431,112058
2016,المهدية,المهدية,12112000,588933
2016,الناظور,زغوان,384756,69802
2016,بوسا لم,جندوبة,11017813,1585317
2016,تاكلسة,نابل,2795610,365634
2016,كسرى,سليانة,464000,91473
2016,الغزالة,بنزرت,2410300,125392
2016,منزل بورقيبة,بنزرت,953850,114502
2016,الشبيكة,القيروان,2507000,160498
2016,بني خلاد,نابل,1353239,268988
2016,سيدي بورويس,سليانة,1942000,295814
2016,قصور الساف,المهدية,7767000,532658
2016,العروسة,سليانة,1855000,251367
2016,حاسي الفريد,القصرين,1374716,317148
2016,عين دراهم,جندوبة,336311,23436
2016,القلعة الكبرى,سوسة,4067500,206837
2016,بنبلة,المنستير,418700,29632
2016,القيروان الجنوبية,القيروان,1523000,205603
2016,سليمان,نابل,1668400,175126
2016,المزونة,سيدي بوزيد,1507025,282987
2011,قلعة الخصبة,الكاف,554400,83116
2011,دوز الشما لية,قبلي,452088,80800
2011,قبلاط,باجة,931575,172220
2012,سيدي بوعلي,سوسة,494000,106156
2011,المنستير,المنستير,11260200,420258
2012,الوردانين,المنستير,339000,42092
2012,غنوش,قابس,460101,55455
2012,كسرى,سليانة,224000,55657
2012,صيادة لمطة بوحجر,المنستير,160200,27651
2012,زرمدين,المنستير,1811700,45724
2013,نفزة,باجة,481921,81197
2013,سوق الأحد,قبلي,796523,204028
2013,صفاقس الجنوبية,صفاقس,1664676,94107
2013,قبلي الشما لية,قبلي,307860,52693
2014,السواسي,المهدية,1306200,178202
2013,سيدي مخلوف,مدنين,246980,39505
2015,سيدي بورويس,سليانة,1431000,324626
2014,صفاقس الجنوبية,صفاقس,8258600,531987
2014,جبنيانة,صفاقس,2143274,117179
2014,كسرى,سليانة,708000,160804
2015,المزونة,سيدي بوزيد,1223711,203194
2015,منزل الحبيب,قابس,207287,37220
2015,سيدي ثابت,أريانة,2054855,220329
2015,مساكن,سوسة,381000,36887
2015,قلعة سنان,الكاف,141630,16619
2016,جدليان,القصرين,594190,129389
2016,الحرايرية,تــونس,204540,25408
2016,المحرس,صفاقس,1696121,206538
2016,عمدون,باجة,566878,61855
2010,الذهيبة,تطاوين,188392,42975
2010,قلعة سنان,الكاف,170700,25437
2010,فوشانة,بن عروس,3103800,177810
2011,المتلوي,قفصة,820308,169002
2011,طينة,صفاقس,52841,3311
2013,قابس المدينة,قابس,556372,77574
2013,طينة,صفاقس,81500,16300
2013,تطاوين الجنوبية,تطاوين,267234,61908
2013,غمراسن,تطاوين,1310314,246628
2015,دوز الجنوبية,قبلي,579686,122640
2015,كندار,سوسة,104000,8491
2011,أكودة,سوسة,308600,28645
2014,سيدي عبد الحميد,سوسة,47000,2579
2014,العلا,القيروان,239407,15228
2014,تيبار,باجة,135700,21559
2015,الزهراء,بن عروس,55000,7150
2010,سيدي بوعلي,سوسة,225000,7275
2014,مطماطة,قابس,59138,8871
2016,القلعة الصغرى,سوسة,336500,53968
2016,بني خداش,مدنين,459968,90562
2011,المنيهلة,أريانة,41768,3913
2011,أريانة المدينة,أريانة,34500,4485
2015,بنبلة,المنستير,58300,3205
2016,قصر هلال,المنستير,36500,2261
2016,الكرم,تــونس,67800,3906
2010,أريانة المدينة,أريانة,26035,3384
2010,حاجب العيون,القيروان,2785500,380477
2010,المنستير,المنستير,12702850,445864
2010,الروحية,سليانة,1346950,235921
2010,السواسي,المهدية,272200,56014
2010,تستور,باجة,1460632,292096
2010,طبربة,منــوبة,4790931,867686
2010,فريانة,القصرين,1434406,286811
2010,قصور الساف,المهدية,6634000,598304
2010,تبرسق,باجة,364695,63046
2011,تستور,باجة,2861209,440135
2010,القلعة الكبرى,سوسة,1028700,89484
2010,سيدي علي نصرالله,القيروان,4665500,516990
2010,تطاوين الشما لية,تطاوين,1171638,257304
2010,غنوش,قابس,483381,72181
2010,نفزة,باجة,357781,58867
2010,كسرى,سليانة,4856000,1219580
2011,العا لية,بنزرت,283053,46516
2011,فوسانة,القصرين,9965791,1990707
2011,تبرسق,باجة,3382511,285393
2015,بنزرت الجنوبية,بنزرت,2266973,249267
2011,منزل جميل,بنزرت,848042,122226
2011,فريانة,القصرين,1285828,277663
2011, الفحص,زغوان,1863607,312317
2011,حمام الغزاز,نابل,152501,27601
2011,المكناسي,سيدي بوزيد,2539394,464352
2010,بن عروس,بن عروس,1911000,285364
2010,الكاف الشرقية,الكاف,4876200,293074
2011,القيروان الشما لية,القيروان,503000,80582
2011,الكاف الشرقية,الكاف,1656600,152799
2011,الرقاب,سيدي بوزيد,11927242,2287307
2010,مدنين الشما لية,مدنين,1409557,248973
2011,الحنشة,صفاقس,274160,64337
2010,منزل شاكر,صفاقس,1619548,274302
2010,العامرة,صفاقس,155149,26963
2011,الصخيرة,صفاقس,1250940,243618
2010,القصر,قفصة,857812,144150
2010,ملولش,المهدية,159000,26327
2010,الجم,المهدية,2208000,200763
2011,أولاد الشامخ,المهدية,559000,81826
2011,قابس المدينة,قابس,232851,34611
2011,الصمّار,تطاوين,696237,157334
2015,القطار,قفصة,317795,63696
2011,جرزونة,بنزرت,1142883,279267
2012,بنزرت الجنوبية,بنزرت,6933198,444881
2012,مرناق,بن عروس,7506714,1081385
2013,فريانة,القصرين,2638908,365985
2012,قليبية,نابل,1214356,208153
2012,الحمامات,نابل,2321481,189146
2012,مجاز الباب,باجة,3271041,514834
2012,تبرسق,باجة,797783,141795
2012,بئر مشارقة,زغوان,1926889,225087
2012,فرنانة,جندوبة,512931,69149
2013,الوسلاتية,القيروان,1010000,131367
2012,سيدي علي بن عون,سيدي بوزيد,2415671,525677
2012,أولاد حفوز,سيدي بوزيد,2511958,493263
2012,الذهيبة,تطاوين,207741,45555
2011,قلعة سنان,الكاف,489780,80102
2012,سليمان,نابل,5790454,350729
2012,سليانة الشما لية,سليانة,1699000,360836
2013,السواسي,المهدية,1522100,265048
2013,تطاوين الشما لية,تطاوين,1569166,311410
2012,الرديف,قفصة,494893,106223
2012,ملولش,المهدية,3443800,508190
2013,القصرين الجنوبية,القصرين,2483294,502172
2012,بئر علي بن خليفة,صفاقس,949467,164044
2013,فوسانة,القصرين,7864877,1674054
2012,سوسة المدينة,سوسة,183000,15301
2012,طبربة,منــوبة,2690931,311990
2012,راس الجبل,بنزرت,311658,63205
2012,مساكن,سوسة,6921500,275927
2012,واد الليل,منــوبة,680293,81607
2013,فوشانة,بن عروس,2080400,138793
2013,حفوز,القيروان,462000,34545
2014,القصور,الكاف,2015701,407356
2013,تاجروين,الكاف,815139,132789
2013,أولاد الشامخ,المهدية,4313000,688163
2013,قربة,نابل,1534299,233283
2013,قبلي الجنوبية,قبلي,1489234,307665
2014,مدنين الشما لية,مدنين,765348,148792
2013,قرقنة,صفاقس,295375,17613
2012,طبرقة,جندوبة,767151,124095
2013,بئر مشارقة,زغوان,2454607,415625
2012,المرناقية,منــوبة,1130173,134776
2014,قابس الجنوبية,قابس,1234542,276642
2014,ماطر,بنزرت,5362583,1007300
2014,سبيبة,القصرين,9132316,1898609
2014,السند,قفصة,5641131,1279581
2014,النفيضة,سوسة,2021000,130077
2014,بئر مشارقة,زغوان,7815992,680052
2014,جندوبة,جندوبة,3891279,420908
2014, الفحص,زغوان,3133742,564188
2014,بوسا لم,جندوبة,3138667,340075
2014,تستور,باجة,4441655,388335
2013,الناظور,زغوان,5488057,287921
2014,بئر علي بن خليفة,صفاقس,4963218,370287
2014,قليبية,نابل,5489769,694573
2014,حفوز,القيروان,1576000,279851
2014,صفاقس المدينة,صفاقس,6899333,467819
2015,تطاوين الشما لية,تطاوين,3293175,715139
2015,قرقنة,صفاقس,225737,15615
2015,المكناسي,سيدي بوزيد,1445341,248302
2014,الشبيكة,القيروان,2526000,223902
2015,قلعة الأندلس,أريانة,1474175,138018
2015,قبلاط,باجة,1828620,297244
2015,النفيضة,سوسة,1116000,109572
2015,البطان,منــوبة,808009,130945
2015,رواد,أريانة,121000,8418
2014,حمام سوسة,سوسة,59000,2754
2015,قبلي الجنوبية,قبلي,1450462,409861
2015,سيدي عيش,قفصة,10637527,1968000
2015,فريانة,القصرين,2032667,416511
2015,حفوز,القيروان,739000,94434
2015,القلعة الكبرى,سوسة,1017600,139422
2015,جرجيس,مدنين,4594282,814891
2015,حاسي الفريد,القصرين,979394,233856
2015,حومة السوق,مدنين,315867,37714
2015,مدنين الشما لية,مدنين,518103,93679
2015,السواسي,المهدية,403000,33314
2015,المطوية,قابس,2090487,351793
2016,قبلي الجنوبية,قبلي,3632058,701405
2015,الصخيرة,صفاقس,2232297,519289
2015,العامرة,صفاقس,465871,36078
2016,بئر علي بن خليفة,صفاقس,9528272,658390
2016,ملولش,المهدية,1162000,96088
2015,واد مليز,جندوبة,3222275,399681
2016,قلعة الخصبة,الكاف,1989668,95589
2016,العيون,القصرين,1406259,304883
2016,سبيطلة,القصرين,16780087,3099457
2015,الذهيبة,تطاوين,351131,85798
2016, الفحص,زغوان,45400939,2377844
2016,مكثر,سليانة,1210000,292876
2016,ماجل با لعباس,القصرين,4109152,679839
2016,توزر,توزر,1998944,487076
2016,واد الليل,منــوبة,156405,25570
2016,حفوز,القيروان,1349000,199571
2016,نفطة,توزر,1695860,401320
2016,العا لية,بنزرت,7150543,534808
2016,فرنانة,جندوبة,859650,77460
2016,البئر الأحمر,تطاوين,439100,107546
2016,أولاد الشامخ,المهدية,981500,155748
2016,غمراسن,تطاوين,1449506,301308
2010,راس الجبل,بنزرت,750144,138893
2010,حاسي الفريد,القصرين,217180,54297
2010,زرمدين,المنستير,550600,47252
2010,منوبة,منــوبة,520770,72798
2010,بومهل البساتين,بن عروس,63650,4436
2011,العامرة,صفاقس,53831,8842
2011,قابس الغربية,قابس,157079,38269
2011,حاسي الفريد,القصرين,216631,54160
2012,العامرة,صفاقس,161473,17269
2012,دوز الجنوبية,قبلي,489525,157133
2012,الحرايرية,تــونس,15000,3206
2013,منزل جميل,بنزرت,385956,59437
2015,جندوبة,جندوبة,2036990,287802
2015,العيون,القصرين,1286326,289683
2015,المنستير,المنستير,968500,82674
2016,منزل الحبيب,قابس,425270,68044
2016,سيدي حسين,تــونس,257600,37250
2016,بئر مشارقة,زغوان,1746533,351167
2010,قصر هلال,المنستير,40500,2435
2012,سيدي علي نصرالله,القيروان,554000,45411
2012,منوبة,منــوبة,102656,11489
2012,القلعة الصغرى,سوسة,217500,27986
2013,ساقية الدائر,صفاقس,1129837,75004
2013,سليانة الجنوبية,سليانة,751200,148395
2014,الرديف,قفصة,572938,121998
2014,منزل جميل,بنزرت,637000,67700
2014,ساقية الدائر,صفاقس,3313492,165470
2014,الوسلاتية,القيروان,611000,68243
2016,الرديف,قفصة,416230,110704
2010,تمغزة,توزر,9750,2438
2011,السيجومي,تــونس,7000,1719
2012,بنبلة,المنستير,267300,24279
2013,جبنيانة,صفاقس,80726,9954
2015,دوز الشما لية,قبلي,1260687,242542
2015,الرديف,قفصة,326000,75411
2015,أريانة المدينة,أريانة,16000,2728
2015,مطماطة,قابس,292000,54176
2016,قابس الغربية,قابس,138258,23114
2011,سيدي حسين,تــونس,721000,92400
2012,حمام الأنف,بن عروس,74000,5009
2013,البئر الأحمر,تطاوين,126500,28364
2014,القلعة الصغرى,سوسة,196000,4937
2014,حيدرة,القصرين,83314,19994
2012,القصرين الشما لية,القصرين,710000,41779
2013,حومة السوق,مدنين,52000,2248
2015,تيبار,باجة,278040,36700
2015,بنزرت الشما لية,بنزرت,111236,22135
2013,سيدي بوعلي,سوسة,196000,19500
2012,البئر الأحمر,تطاوين,211892,42331
2012,السيجومي,تــونس,30000,625
2016,الزهور,تــونس,46700,5419
